date,province,crop,price,unit,source
2025-08-01,หนองคาย,ข้าวหอมมะลิ,11.31,บาท/กก.,OAE-DIT-sample
2025-08-01,หนองบัวลำภู,ข้าวหอมมะลิ,11.42,บาท/กก.,OAE-DIT-sample
2025-08-01,อำนาจเจริญ,ข้าวหอมมะลิ,11.36,บาท/กก.,OAE-DIT-sample
2025-08-01,อุดรธานี,ข้าวหอมมะลิ,11.41,บาท/กก.,OAE-DIT-sample
2025-08-01,อุบลราชธานี,ข้าวหอมมะลิ,11.35,บาท/กก.,OAE-DIT-sample
2025-09-01,กาฬสินธุ์,ข้าวหอมมะลิ,11.32,บาท/กก.,OAE-DIT-sample
2025-09-01,ขอนแก่น,ข้าวหอมมะลิ,11.3,บาท/กก.,OAE-DIT-sample
2025-09-01,ชัยภูมิ,ข้าวหอมมะลิ,11.24,บาท/กก.,OAE-DIT-sample
2025-09-01,นครพนม,ข้าวหอมมะลิ,11.18,บาท/กก.,OAE-DIT-sample
2025-09-01,นครราชสีมา,ข้าวหอมมะลิ,11.3,บาท/กก.,OAE-DIT-sample
2025-09-01,บึงกาฬ,ข้าวหอมมะลิ,11.23,บาท/กก.,OAE-DIT-sample
2025-09-01,บุรีรัมย์,ข้าวหอมมะลิ,11.23,บาท/กก.,OAE-DIT-sample
2025-09-01,มหาสารคาม,ข้าวหอมมะลิ,11.34,บาท/กก.,OAE-DIT-sample
2025-09-01,มุกดาหาร,ข้าวหอมมะลิ,11.31,บาท/กก.,OAE-DIT-sample
2025-09-01,ยโสธร,ข้าวหอมมะลิ,11.23,บาท/กก.,OAE-DIT-sample
2025-09-01,ร้อยเอ็ด,ข้าวหอมมะลิ,11.23,บาท/กก.,OAE-DIT-sample
2025-09-01,เลย,ข้าวหอมมะลิ,11.25,บาท/กก.,OAE-DIT-sample
2025-09-01,ศรีสะเกษ,ข้าวหอมมะลิ,11.25,บาท/กก.,OAE-DIT-sample
2025-09-01,สกลนคร,ข้าวหอมมะลิ,11.22,บาท/กก.,OAE-DIT-sample
2025-09-01,สุรินทร์,ข้าวหอมมะลิ,11.19,บาท/กก.,OAE-DIT-sample
2025-09-01,หนองคาย,ข้าวหอมมะลิ,11.25,บาท/กก.,OAE-DIT-sample
2025-09-01,หนองบัวลำภู,ข้าวหอมมะลิ,11.36,บาท/กก.,OAE-DIT-sample
2025-09-01,อำนาจเจริญ,ข้าวหอมมะลิ,11.31,บาท/กก.,OAE-DIT-sample
2025-09-01,อุดรธานี,ข้าวหอมมะลิ,11.35,บาท/กก.,OAE-DIT-sample
2025-09-01,อุบลราชธานี,ข้าวหอมมะลิ,11.29,บาท/กก.,OAE-DIT-sample
2025-10-01,กาฬสินธุ์,ข้าวหอมมะลิ,11.38,บาท/กก.,OAE-DIT-sample
2025-10-01,ขอนแก่น,ข้าวหอมมะลิ,11.37,บาท/กก.,OAE-DIT-sample
2025-10-01,ชัยภูมิ,ข้าวหอมมะลิ,11.3,บาท/กก.,OAE-DIT-sample
2025-10-01,นครพนม,ข้าวหอมมะลิ,11.24,บาท/กก.,OAE-DIT-sample
2025-10-01,นครราชสีมา,ข้าวหอมมะลิ,11.37,บาท/กก.,OAE-DIT-sample
2025-10-01,บึงกาฬ,ข้าวหอมมะลิ,11.3,บาท/กก.,OAE-DIT-sample
2025-10-01,บุรีรัมย์,ข้าวหอมมะลิ,11.29,บาท/กก.,OAE-DIT-sample
2025-10-01,มหาสารคาม,ข้าวหอมมะลิ,11.4,บาท/กก.,OAE-DIT-sample
2025-10-01,มุกดาหาร,ข้าวหอมมะลิ,11.38,บาท/กก.,OAE-DIT-sample
2025-10-01,ยโสธร,ข้าวหอมมะลิ,11.29,บาท/กก.,OAE-DIT-sample
2025-10-01,ร้อยเอ็ด,ข้าวหอมมะลิ,11.29,บาท/กก.,OAE-DIT-sample
2025-10-01,เลย,ข้าวหอมมะลิ,11.31,บาท/กก.,OAE-DIT-sample
2025-10-01,ศรีสะเกษ,ข้าวหอมมะลิ,11.31,บาท/กก.,OAE-DIT-sample
2025-10-01,สกลนคร,ข้าวหอมมะลิ,11.29,บาท/กก.,OAE-DIT-sample
2025-10-01,สุรินทร์,ข้าวหอมมะลิ,11.25,บาท/กก.,OAE-DIT-sample
2025-10-01,หนองคาย,ข้าวหอมมะลิ,11.32,บาท/กก.,OAE-DIT-sample
2025-10-01,หนองบัวลำภู,ข้าวหอมมะลิ,11.42,บาท/กก.,OAE-DIT-sample
2025-10-01,อำนาจเจริญ,ข้าวหอมมะลิ,11.37,บาท/กก.,OAE-DIT-sample
2025-10-01,อุดรธานี,ข้าวหอมมะลิ,11.42,บาท/กก.,OAE-DIT-sample
2025-10-01,อุบลราชธานี,ข้าวหอมมะลิ,11.36,บาท/กก.,OAE-DIT-sample
2025-11-01,กาฬสินธุ์,ข้าวหอมมะลิ,11.51,บาท/กก.,OAE-DIT-sample
2025-11-01,ขอนแก่น,ข้าวหอมมะลิ,11.49,บาท/กก.,OAE-DIT-sample
2025-11-01,ชัยภูมิ,ข้าวหอมมะลิ,11.43,บาท/กก.,OAE-DIT-sample
2025-11-01,นครพนม,ข้าวหอมมะลิ,11.37,บาท/กก.,OAE-DIT-sample
2025-11-01,นครราชสีมา,ข้าวหอมมะลิ,11.49,บาท/กก.,OAE-DIT-sample
2025-11-01,บึงกาฬ,ข้าวหอมมะลิ,11.42,บาท/กก.,OAE-DIT-sample
2025-11-01,บุรีรัมย์,ข้าวหอมมะลิ,11.42,บาท/กก.,OAE-DIT-sample
2025-11-01,มหาสารคาม,ข้าวหอมมะลิ,11.53,บาท/กก.,OAE-DIT-sample
2025-11-01,มุกดาหาร,ข้าวหอมมะลิ,11.5,บาท/กก.,OAE-DIT-sample
2025-11-01,ยโสธร,ข้าวหอมมะลิ,11.41,บาท/กก.,OAE-DIT-sample
2025-11-01,ร้อยเอ็ด,ข้าวหอมมะลิ,11.42,บาท/กก.,OAE-DIT-sample
2025-11-01,เลย,ข้าวหอมมะลิ,11.44,บาท/กก.,OAE-DIT-sample
2025-11-01,ศรีสะเกษ,ข้าวหอมมะลิ,11.44,บาท/กก.,OAE-DIT-sample
2025-11-01,สกลนคร,ข้าวหอมมะลิ,11.41,บาท/กก.,OAE-DIT-sample
2025-11-01,สุรินทร์,ข้าวหอมมะลิ,11.38,บาท/กก.,OAE-DIT-sample
2025-11-01,หนองคาย,ข้าวหอมมะลิ,11.44,บาท/กก.,OAE-DIT-sample
2025-11-01,หนองบัวลำภู,ข้าวหอมมะลิ,11.55,บาท/กก.,OAE-DIT-sample
2025-11-01,อำนาจเจริญ,ข้าวหอมมะลิ,11.49,บาท/กก.,OAE-DIT-sample
2025-11-01,อุดรธานี,ข้าวหอมมะลิ,11.54,บาท/กก.,OAE-DIT-sample
2025-11-01,อุบลราชธานี,ข้าวหอมมะลิ,11.48,บาท/กก.,OAE-DIT-sample
2025-12-01,กาฬสินธุ์,ข้าวหอมมะลิ,11.48,บาท/กก.,OAE-DIT-sample
2025-12-01,ขอนแก่น,ข้าวหอมมะลิ,11.46,บาท/กก.,OAE-DIT-sample
2025-12-01,ชัยภูมิ,ข้าวหอมมะลิ,11.4,บาท/กก.,OAE-DIT-sample
2025-12-01,นครพนม,ข้าวหอมมะลิ,11.34,บาท/กก.,OAE-DIT-sample
2025-12-01,นครราชสีมา,ข้าวหอมมะลิ,11.46,บาท/กก.,OAE-DIT-sample
2025-12-01,บึงกาฬ,ข้าวหอมมะลิ,11.39,บาท/กก.,OAE-DIT-sample
2025-12-01,บุรีรัมย์,ข้าวหอมมะลิ,11.39,บาท/กก.,OAE-DIT-sample
2025-12-01,มหาสารคาม,ข้าวหอมมะลิ,11.5,บาท/กก.,OAE-DIT-sample
2025-12-01,มุกดาหาร,ข้าวหอมมะลิ,11.47,บาท/กก.,OAE-DIT-sample
2025-12-01,ยโสธร,ข้าวหอมมะลิ,11.39,บาท/กก.,OAE-DIT-sample
2025-12-01,ร้อยเอ็ด,ข้าวหอมมะลิ,11.39,บาท/กก.,OAE-DIT-sample
2025-12-01,เลย,ข้าวหอมมะลิ,11.41,บาท/กก.,OAE-DIT-sample
2025-12-01,ศรีสะเกษ,ข้าวหอมมะลิ,11.41,บาท/กก.,OAE-DIT-sample
2025-12-01,สกลนคร,ข้าวหอมมะลิ,11.38,บาท/กก.,OAE-DIT-sample
2025-12-01,สุรินทร์,ข้าวหอมมะลิ,11.35,บาท/กก.,OAE-DIT-sample
2025-12-01,หนองคาย,ข้าวหอมมะลิ,11.41,บาท/กก.,OAE-DIT-sample
2025-12-01,หนองบัวลำภู,ข้าวหอมมะลิ,11.52,บาท/กก.,OAE-DIT-sample
2025-12-01,อำนาจเจริญ,ข้าวหอมมะลิ,11.46,บาท/กก.,OAE-DIT-sample
2025-12-01,อุดรธานี,ข้าวหอมมะลิ,11.51,บาท/กก.,OAE-DIT-sample
2025-12-01,อุบลราชธานี,ข้าวหอมมะลิ,11.45,บาท/กก.,OAE-DIT-sample
2026-01-01,กาฬสินธุ์,ข้าวหอมมะลิ,11.43,บาท/กก.,OAE-DIT-sample
2026-01-01,ขอนแก่น,ข้าวหอมมะลิ,11.42,บาท/กก.,OAE-DIT-sample
2026-01-01,ชัยภูมิ,ข้าวหอมมะลิ,11.35,บาท/กก.,OAE-DIT-sample
2026-01-01,นครพนม,ข้าวหอมมะลิ,11.29,บาท/กก.,OAE-DIT-sample
2026-01-01,นครราชสีมา,ข้าวหอมมะลิ,11.42,บาท/กก.,OAE-DIT-sample
2026-01-01,บึงกาฬ,ข้าวหอมมะลิ,11.35,บาท/กก.,OAE-DIT-sample
2026-01-01,บุรีรัมย์,ข้าวหอมมะลิ,11.34,บาท/กก.,OAE-DIT-sample
2026-01-01,มหาสารคาม,ข้าวหอมมะลิ,11.45,บาท/กก.,OAE-DIT-sample
2026-01-01,มุกดาหาร,ข้าวหอมมะลิ,11.43,บาท/กก.,OAE-DIT-sample
2026-01-01,ยโสธร,ข้าวหอมมะลิ,11.34,บาท/กก.,OAE-DIT-sample
2026-01-01,ร้อยเอ็ด,ข้าวหอมมะลิ,11.34,บาท/กก.,OAE-DIT-sample
2026-01-01,เลย,ข้าวหอมมะลิ,11.36,บาท/กก.,OAE-DIT-sample
2026-01-01,ศรีสะเกษ,ข้าวหอมมะลิ,11.36,บาท/กก.,OAE-DIT-sample
2026-01-01,สกลนคร,ข้าวหอมมะลิ,11.34,บาท/กก.,OAE-DIT-sample
2026-01-01,สุรินทร์,ข้าวหอมมะลิ,11.3,บาท/กก.,OAE-DIT-sample
2026-01-01,หนองคาย,ข้าวหอมมะลิ,11.36,บาท/กก.,OAE-DIT-sample
2026-01-01,หนองบัวลำภู,ข้าวหอมมะลิ,11.47,บาท/กก.,OAE-DIT-sample
2026-01-01,อำนาจเจริญ,ข้าวหอมมะลิ,11.42,บาท/กก.,OAE-DIT-sample
2026-01-01,อุดรธานี,ข้าวหอมมะลิ,11.47,บาท/กก.,OAE-DIT-sample
2026-01-01,อุบลราชธานี,ข้าวหอมมะลิ,11.41,บาท/กก.,OAE-DIT-sample
2026-02-01,กาฬสินธุ์,ข้าวหอมมะลิ,11.2,บาท/กก.,OAE-DIT-sample
2026-02-01,ขอนแก่น,ข้าวหอมมะลิ,11.19,บาท/กก.,OAE-DIT-sample
2026-02-01,ชัยภูมิ,ข้าวหอมมะลิ,11.12,บาท/กก.,OAE-DIT-sample
2026-02-01,นครพนม,ข้าวหอมมะลิ,11.06,บาท/กก.,OAE-DIT-sample
2026-02-01,นครราชสีมา,ข้าวหอมมะลิ,11.19,บาท/กก.,OAE-DIT-sample
2026-02-01,บึงกาฬ,ข้าวหอมมะลิ,11.12,บาท/กก.,OAE-DIT-sample
2026-02-01,บุรีรัมย์,ข้าวหอมมะลิ,11.11,บาท/กก.,OAE-DIT-sample
2026-02-01,มหาสารคาม,ข้าวหอมมะลิ,11.23,บาท/กก.,OAE-DIT-sample
2026-02-01,มุกดาหาร,ข้าวหอมมะลิ,11.2,บาท/กก.,OAE-DIT-sample
2026-02-01,ยโสธร,ข้าวหอมมะลิ,11.11,บาท/กก.,OAE-DIT-sample
2026-02-01,ร้อยเอ็ด,ข้าวหอมมะลิ,11.11,บาท/กก.,OAE-DIT-sample
2026-02-01,เลย,ข้าวหอมมะลิ,11.13,บาท/กก.,OAE-DIT-sample
2026-02-01,ศรีสะเกษ,ข้าวหอมมะลิ,11.13,บาท/กก.,OAE-DIT-sample
2026-02-01,สกลนคร,ข้าวหอมมะลิ,11.11,บาท/กก.,OAE-DIT-sample
2026-02-01,สุรินทร์,ข้าวหอมมะลิ,11.07,บาท/กก.,OAE-DIT-sample
2026-02-01,หนองคาย,ข้าวหอมมะลิ,11.14,บาท/กก.,OAE-DIT-sample
2026-02-01,หนองบัวลำภู,ข้าวหอมมะลิ,11.24,บาท/กก.,OAE-DIT-sample
2026-02-01,อำนาจเจริญ,ข้าวหอมมะลิ,11.19,บาท/กก.,OAE-DIT-sample
2026-02-01,อุดรธานี,ข้าวหอมมะลิ,11.24,บาท/กก.,OAE-DIT-sample
2026-02-01,อุบลราชธานี,ข้าวหอมมะลิ,11.18,บาท/กก.,OAE-DIT-sample
2026-03-01,กาฬสินธุ์,ข้าวหอมมะลิ,11.18,บาท/กก.,OAE-DIT-sample
2026-03-01,ขอนแก่น,ข้าวหอมมะลิ,11.17,บาท/กก.,OAE-DIT-sample
2026-03-01,ชัยภูมิ,ข้าวหอมมะลิ,11.1,บาท/กก.,OAE-DIT-sample
2026-03-01,นครพนม,ข้าวหอมมะลิ,11.04,บาท/กก.,OAE-DIT-sample
2026-03-01,นครราชสีมา,ข้าวหอมมะลิ,11.17,บาท/กก.,OAE-DIT-sample
2026-03-01,บึงกาฬ,ข้าวหอมมะลิ,11.1,บาท/กก.,OAE-DIT-sample
2026-03-01,บุรีรัมย์,ข้าวหอมมะลิ,11.09,บาท/กก.,OAE-DIT-sample
2026-03-01,มหาสารคาม,ข้าวหอมมะลิ,11.2,บาท/กก.,OAE-DIT-sample
2026-03-01,มุกดาหาร,ข้าวหอมมะลิ,11.18,บาท/กก.,OAE-DIT-sample
2026-03-01,ยโสธร,ข้าวหอมมะลิ,11.09,บาท/กก.,OAE-DIT-sample
2026-03-01,ร้อยเอ็ด,ข้าวหอมมะลิ,11.09,บาท/กก.,OAE-DIT-sample
2026-03-01,เลย,ข้าวหอมมะลิ,11.11,บาท/กก.,OAE-DIT-sample
2026-03-01,ศรีสะเกษ,ข้าวหอมมะลิ,11.11,บาท/กก.,OAE-DIT-sample
2026-03-01,สกลนคร,ข้าวหอมมะลิ,11.09,บาท/กก.,OAE-DIT-sample
2026-03-01,สุรินทร์,ข้าวหอมมะลิ,11.05,บาท/กก.,OAE-DIT-sample
2026-03-01,หนองคาย,ข้าวหอมมะลิ,11.11,บาท/กก.,OAE-DIT-sample
2026-03-01,หนองบัวลำภู,ข้าวหอมมะลิ,11.22,บาท/กก.,OAE-DIT-sample
2026-03-01,อำนาจเจริญ,ข้าวหอมมะลิ,11.17,บาท/กก.,OAE-DIT-sample
2026-03-01,อุดรธานี,ข้าวหอมมะลิ,11.22,บาท/กก.,OAE-DIT-sample
2026-03-01,อุบลราชธานี,ข้าวหอมมะลิ,11.16,บาท/กก.,OAE-DIT-sample
2026-04-01,กาฬสินธุ์,ข้าวหอมมะลิ,11.5,บาท/กก.,OAE-DIT-sample
2026-04-01,ขอนแก่น,ข้าวหอมมะลิ,11.49,บาท/กก.,OAE-DIT-sample
2026-04-01,ชัยภูมิ,ข้าวหอมมะลิ,11.42,บาท/กก.,OAE-DIT-sample
2026-04-01,นครพนม,ข้าวหอมมะลิ,11.36,บาท/กก.,OAE-DIT-sample
2026-04-01,นครราชสีมา,ข้าวหอมมะลิ,11.49,บาท/กก.,OAE-DIT-sample
2026-04-01,บึงกาฬ,ข้าวหอมมะลิ,11.42,บาท/กก.,OAE-DIT-sample
2026-04-01,บุรีรัมย์,ข้าวหอมมะลิ,11.41,บาท/กก.,OAE-DIT-sample
2026-04-01,มหาสารคาม,ข้าวหอมมะลิ,11.52,บาท/กก.,OAE-DIT-sample
2026-04-01,มุกดาหาร,ข้าวหอมมะลิ,11.5,บาท/กก.,OAE-DIT-sample
2026-04-01,ยโสธร,ข้าวหอมมะลิ,11.41,บาท/กก.,OAE-DIT-sample
2026-04-01,ร้อยเอ็ด,ข้าวหอมมะลิ,11.41,บาท/กก.,OAE-DIT-sample
2026-04-01,เลย,ข้าวหอมมะลิ,11.43,บาท/กก.,OAE-DIT-sample
2026-04-01,ศรีสะเกษ,ข้าวหอมมะลิ,11.43,บาท/กก.,OAE-DIT-sample
2026-04-01,สกลนคร,ข้าวหอมมะลิ,11.41,บาท/กก.,OAE-DIT-sample
2026-04-01,สุรินทร์,ข้าวหอมมะลิ,11.37,บาท/กก.,OAE-DIT-sample
2026-04-01,หนองคาย,ข้าวหอมมะลิ,11.44,บาท/กก.,OAE-DIT-sample
2026-04-01,หนองบัวลำภู,ข้าวหอมมะลิ,11.54,บาท/กก.,OAE-DIT-sample
2026-04-01,อำนาจเจริญ,ข้าวหอมมะลิ,11.49,บาท/กก.,OAE-DIT-sample
2026-04-01,อุดรธานี,ข้าวหอมมะลิ,11.54,บาท/กก.,OAE-DIT-sample
2026-04-01,อุบลราชธานี,ข้าวหอมมะลิ,11.48,บาท/กก.,OAE-DIT-sample
2025-05-01,กาฬสินธุ์,มันสำปะหลัง,2.7,บาท/กก.,OAE-DIT-sample
2025-05-01,ขอนแก่น,มันสำปะหลัง,2.7,บาท/กก.,OAE-DIT-sample
2025-05-01,ชัยภูมิ,มันสำปะหลัง,2.69,บาท/กก.,OAE-DIT-sample
2025-05-01,นครพนม,มันสำปะหลัง,2.68,บาท/กก.,OAE-DIT-sample
2025-05-01,นครราชสีมา,มันสำปะหลัง,2.7,บาท/กก.,OAE-DIT-sample
2025-05-01,บึงกาฬ,มันสำปะหลัง,2.69,บาท/กก.,OAE-DIT-sample
2025-05-01,บุรีรัมย์,มันสำปะหลัง,2.68,บาท/กก.,OAE-DIT-sample
2025-05-01,มหาสารคาม,มันสำปะหลัง,2.7,บาท/กก.,OAE-DIT-sample
2025-05-01,มุกดาหาร,มันสำปะหลัง,2.7,บาท/กก.,OAE-DIT-sample
2025-05-01,ยโสธร,มันสำปะหลัง,2.68,บาท/กก.,OAE-DIT-sample
2025-05-01,ร้อยเอ็ด,มันสำปะหลัง,2.68,บาท/กก.,OAE-DIT-sample
2025-05-01,เลย,มันสำปะหลัง,2.69,บาท/กก.,OAE-DIT-sample
2025-05-01,ศรีสะเกษ,มันสำปะหลัง,2.69,บาท/กก.,OAE-DIT-sample
2025-05-01,สกลนคร,มันสำปะหลัง,2.68,บาท/กก.,OAE-DIT-sample
2025-05-01,สุรินทร์,มันสำปะหลัง,2.68,บาท/กก.,OAE-DIT-sample
2025-05-01,หนองคาย,มันสำปะหลัง,2.69,บาท/กก.,OAE-DIT-sample
2025-05-01,หนองบัวลำภู,มันสำปะหลัง,2.71,บาท/กก.,OAE-DIT-sample
2025-05-01,อำนาจเจริญ,มันสำปะหลัง,2.7,บาท/กก.,OAE-DIT-sample
2025-05-01,อุดรธานี,มันสำปะหลัง,2.71,บาท/กก.,OAE-DIT-sample
2025-05-01,อุบลราชธานี,มันสำปะหลัง,2.7,บาท/กก.,OAE-DIT-sample
2025-06-01,กาฬสินธุ์,มันสำปะหลัง,2.6,บาท/กก.,OAE-DIT-sample
2025-06-01,ขอนแก่น,มันสำปะหลัง,2.6,บาท/กก.,OAE-DIT-sample
2025-06-01,ชัยภูมิ,มันสำปะหลัง,2.59,บาท/กก.,OAE-DIT-sample
2025-06-01,นครพนม,มันสำปะหลัง,2.58,บาท/กก.,OAE-DIT-sample
2025-06-01,นครราชสีมา,มันสำปะหลัง,2.6,บาท/กก.,OAE-DIT-sample
